index,title,title_url,written_by,written_by_url,originally_by,originally_by_url,covers,adaptations
4478,La modelo,https://secondhandsongs.com/work/204035,"Klenord Raphael, Cardi B, Ozuna, Gaby Music, Vicente Saavedra, José Aponte, Chris Jedi, Luis Ortiz-Rivera, Yampi","https://secondhandsongs.com/artist/17522, https://secondhandsongs.com/artist/143531, https://secondhandsongs.com/artist/143533, https://secondhandsongs.com/artist/143534, https://secondhandsongs.com/artist/143535, https://secondhandsongs.com/artist/144671, https://secondhandsongs.com/artist/144672, https://secondhandsongs.com/artist/144673, https://secondhandsongs.com/artist/144674",Ozuna & Cardi B,https://secondhandsongs.com/artist/143531+143533,1,0
4479,Pas eu le temps,https://secondhandsongs.com/work/204046,Félix Gray,https://secondhandsongs.com/artist/18790,Félix Gray,https://secondhandsongs.com/artist/18790,1,0
4480,All These Years,https://secondhandsongs.com/work/204051,"Camila Cabello, Frank Dukes, Kaan Güneşberk, Mustafa Ahmed, Jeff Gitelman","https://secondhandsongs.com/artist/103458, https://secondhandsongs.com/artist/107248, https://secondhandsongs.com/artist/107249, https://secondhandsongs.com/artist/136782, https://secondhandsongs.com/artist/144683",Camila Cabello,https://secondhandsongs.com/artist/103458,1,0
4481,In the Dark,https://secondhandsongs.com/work/204053,"Simon Wilcox, Camila Cabello, Madison Love, Nick Audino, Lewis Hughes, Frank Dukes, Sick Drumz, JHart","https://secondhandsongs.com/artist/85497, https://secondhandsongs.com/artist/103458, https://secondhandsongs.com/artist/103460, https://secondhandsongs.com/artist/106974, https://secondhandsongs.com/artist/106976, https://secondhandsongs.com/artist/107248, https://secondhandsongs.com/artist/107257, https://secondhandsongs.com/artist/108074",Camila Cabello,https://secondhandsongs.com/artist/103458,1,0
4482,Inside Out,https://secondhandsongs.com/work/204073,"Camila Cabello, Frank Dukes, Kaan Güneşberk, Starrah, Tyler Williams [US1]","https://secondhandsongs.com/artist/103458, https://secondhandsongs.com/artist/107248, https://secondhandsongs.com/artist/107249, https://secondhandsongs.com/artist/107255, https://secondhandsongs.com/artist/111951",Camila Cabello,https://secondhandsongs.com/artist/103458,1,0
4483,Into It,https://secondhandsongs.com/work/204074,"Ryan Tedder, Justin Tranter, Camila Cabello, Louis Bell, Frank Dukes, Kaan Güneşberk","https://secondhandsongs.com/artist/29202, https://secondhandsongs.com/artist/82677, https://secondhandsongs.com/artist/103458, https://secondhandsongs.com/artist/106988, https://secondhandsongs.com/artist/107248, https://secondhandsongs.com/artist/107249",Camila Cabello,https://secondhandsongs.com/artist/103458,1,0
4484,She Loves Control,https://secondhandsongs.com/work/204076,"Skrillex, Ilsey Juber, Camila Cabello, Louis Bell, Frank Dukes, Mustafa Ahmed","https://secondhandsongs.com/artist/92981, https://secondhandsongs.com/artist/99268, https://secondhandsongs.com/artist/103458, https://secondhandsongs.com/artist/106988, https://secondhandsongs.com/artist/107248, https://secondhandsongs.com/artist/136782",Camila Cabello,https://secondhandsongs.com/artist/103458,1,0
4485,Bad Husband,https://secondhandsongs.com/work/204078,"Eminem, Luis Resto, Alex da Kid, Sam Harris [US2]","https://secondhandsongs.com/artist/224, https://secondhandsongs.com/artist/14068, https://secondhandsongs.com/artist/47548, https://secondhandsongs.com/artist/103295",Eminem ft. X Ambassadors,https://secondhandsongs.com/artist/224+103292,1,0
4486,Like Home,https://secondhandsongs.com/work/204079,"Eminem, Alicia Keys, Luis Resto, Just Blaze, Skylar Grey, Andrew Jackson, Paul Rosenberg","https://secondhandsongs.com/artist/224, https://secondhandsongs.com/artist/6521, https://secondhandsongs.com/artist/14068, https://secondhandsongs.com/artist/39323, https://secondhandsongs.com/artist/55744, https://secondhandsongs.com/artist/128538, https://secondhandsongs.com/artist/144711",Eminem ft. Alicia Keys,https://secondhandsongs.com/artist/224+6521,1,0
4487,Need Me,https://secondhandsongs.com/work/204080,"Eminem, Alex da Kid, Skylar Grey, Jon Ingoldsby","https://secondhandsongs.com/artist/224, https://secondhandsongs.com/artist/47548, https://secondhandsongs.com/artist/55744, https://secondhandsongs.com/artist/144713",Eminem ft. P!nk,https://secondhandsongs.com/artist/224+1007,1,0
4488,Tragic Endings,https://secondhandsongs.com/work/204081,"Eminem, Alex da Kid, Skylar Grey","https://secondhandsongs.com/artist/224, https://secondhandsongs.com/artist/47548, https://secondhandsongs.com/artist/55744",Eminem ft. Skylar Grey,https://secondhandsongs.com/artist/224+55744,1,0
4489,Nowhere Fast,https://secondhandsongs.com/work/204082,"Eminem, Antonina Armato, Tim James [US1], Tom Sturges, A Stinson","https://secondhandsongs.com/artist/224, https://secondhandsongs.com/artist/21956, https://secondhandsongs.com/artist/36224, https://secondhandsongs.com/artist/119775, https://secondhandsongs.com/artist/144714",Eminem ft. Kehlani,https://secondhandsongs.com/artist/224+113245,1,0
4490,Wanderlust,https://secondhandsongs.com/work/204492,"James Bay, Jon Green","https://secondhandsongs.com/artist/88336, https://secondhandsongs.com/artist/134291",James Bay,https://secondhandsongs.com/artist/88336,1,0
4491,Wasted on Each Other,https://secondhandsongs.com/work/204494,"James Bay, Jon Green","https://secondhandsongs.com/artist/88336, https://secondhandsongs.com/artist/134291",James Bay,https://secondhandsongs.com/artist/88336,1,0
4492,Fade Out,https://secondhandsongs.com/work/204495,"James Bay, Jon Green","https://secondhandsongs.com/artist/88336, https://secondhandsongs.com/artist/134291",James Bay,https://secondhandsongs.com/artist/88336,1,0
4493,In My Head,https://secondhandsongs.com/work/204496,"James Bay, Jon Green","https://secondhandsongs.com/artist/88336, https://secondhandsongs.com/artist/134291",James Bay,https://secondhandsongs.com/artist/88336,1,0
4494,Stand Up,https://secondhandsongs.com/work/204497,"Paul Epworth, James Bay, Jon Green","https://secondhandsongs.com/artist/35340, https://secondhandsongs.com/artist/88336, https://secondhandsongs.com/artist/134291",James Bay,https://secondhandsongs.com/artist/88336,1,0
4495,Pink Lemonade,https://secondhandsongs.com/work/204501,"James Bay, Jon Green","https://secondhandsongs.com/artist/88336, https://secondhandsongs.com/artist/134291",James Bay,https://secondhandsongs.com/artist/88336,1,0
4496,Wild Love,https://secondhandsongs.com/work/204502,"James Bay, Jon Green","https://secondhandsongs.com/artist/88336, https://secondhandsongs.com/artist/134291",James Bay,https://secondhandsongs.com/artist/88336,1,0
4497,Slide,https://secondhandsongs.com/work/204509,"James Bay, Jon Green","https://secondhandsongs.com/artist/88336, https://secondhandsongs.com/artist/134291",James Bay,https://secondhandsongs.com/artist/88336,1,0
4498,Sin pijama,https://secondhandsongs.com/work/204514,"Becky G, Kyle Shearer, Nate Campany, Daddy Yankee, Gaby Music, Natti Natasha, Jon Leone, Raphy Pina, Ricardo Reglero, Mauricio Reglero, Camilo","https://secondhandsongs.com/artist/103164, https://secondhandsongs.com/artist/107005, https://secondhandsongs.com/artist/108268, https://secondhandsongs.com/artist/110943, https://secondhandsongs.com/artist/143534, https://secondhandsongs.com/artist/144971, https://secondhandsongs.com/artist/144973, https://secondhandsongs.com/artist/144974, https://secondhandsongs.com/artist/144975, https://secondhandsongs.com/artist/144976, https://secondhandsongs.com/artist/168750",Becky G + Natti Natasha,https://secondhandsongs.com/artist/103164+144971,1,0
4499,2 Souls on Fire,https://secondhandsongs.com/work/204519,"Lauren Christy, Bebe Rexha, Quavo, Jussifer, Aaron Zuckerman","https://secondhandsongs.com/artist/7093, https://secondhandsongs.com/artist/78544, https://secondhandsongs.com/artist/107420, https://secondhandsongs.com/artist/144917, https://secondhandsongs.com/artist/144985",Bebe Rexha feat. Quavo,https://secondhandsongs.com/artist/78544+107420,1,0
4500,Self Control,https://secondhandsongs.com/work/204520,"Lauren Christy, Bebe Rexha, Andrew Wells","https://secondhandsongs.com/artist/7093, https://secondhandsongs.com/artist/78544, https://secondhandsongs.com/artist/129458",Bebe Rexha,https://secondhandsongs.com/artist/78544,1,0
4501,Grace,https://secondhandsongs.com/work/204521,"Lauren Christy, Bebe Rexha, Andrew Wells","https://secondhandsongs.com/artist/7093, https://secondhandsongs.com/artist/78544, https://secondhandsongs.com/artist/129458",Bebe Rexha,https://secondhandsongs.com/artist/78544,1,0
4502,Knees,https://secondhandsongs.com/work/204522,"Lauren Christy, Bebe Rexha, David Garcia, Josh Miller","https://secondhandsongs.com/artist/7093, https://secondhandsongs.com/artist/78544, https://secondhandsongs.com/artist/100473, https://secondhandsongs.com/artist/127061",Bebe Rexha,https://secondhandsongs.com/artist/78544,1,0
4503,Ferrari,https://secondhandsongs.com/work/204523,"Jason Evigan, Bebe Rexha, Asia Whiteacre","https://secondhandsongs.com/artist/73157, https://secondhandsongs.com/artist/78544, https://secondhandsongs.com/artist/108786",Bebe Rexha,https://secondhandsongs.com/artist/78544,1,0
4504,(Not) The One,https://secondhandsongs.com/work/204524,"Bebe Rexha, Jesper Borgen, Shy Martin, Jason Gill","https://secondhandsongs.com/artist/78544, https://secondhandsongs.com/artist/98852, https://secondhandsongs.com/artist/108148, https://secondhandsongs.com/artist/125856",Bebe Rexha,https://secondhandsongs.com/artist/78544,1,0
4505,Small Doses,https://secondhandsongs.com/work/204525,"Lauren Christy, Lindsey Stirling, Bebe Rexha, Gladius","https://secondhandsongs.com/artist/7093, https://secondhandsongs.com/artist/73002, https://secondhandsongs.com/artist/78544, https://secondhandsongs.com/artist/119538",Bebe Rexha,https://secondhandsongs.com/artist/78544,1,0
4506,Girls,https://secondhandsongs.com/work/204526,"Klenord Raphael, Rita Ora, Ali Tamposi, Brian Lee, Andrew Watt, Jonny Coffer, Ben Billion$, Cardi B, Pardison Fontaine","https://secondhandsongs.com/artist/17522, https://secondhandsongs.com/artist/66530, https://secondhandsongs.com/artist/82468, https://secondhandsongs.com/artist/86793, https://secondhandsongs.com/artist/106990, https://secondhandsongs.com/artist/108042, https://secondhandsongs.com/artist/115929, https://secondhandsongs.com/artist/143531, https://secondhandsongs.com/artist/143536","Rita Ora feat. Cardi B, Bebe Rexha & Charli XCX",https://secondhandsongs.com/artist/66530+73154+78544+143531,1,0
4507,Level Up,https://secondhandsongs.com/work/204538,"J.R. Rotem, Theron ""Uptown AP"" Thomas, Ciara","https://secondhandsongs.com/artist/19181, https://secondhandsongs.com/artist/36215, https://secondhandsongs.com/artist/58052",Ciara,https://secondhandsongs.com/artist/58052,1,0
4508,If It's Not Love,https://secondhandsongs.com/work/204543,"Gary Barlow, John Shanks, Mark Owen, Howard Donald","https://secondhandsongs.com/artist/4998, https://secondhandsongs.com/artist/11692, https://secondhandsongs.com/artist/33211, https://secondhandsongs.com/artist/47189",Take That,https://secondhandsongs.com/artist/5,1,0
4509,Drowns the Whiskey,https://secondhandsongs.com/work/204547,"Brandon Kinney, Jeff Middleton, Josh Thompson","https://secondhandsongs.com/artist/28434, https://secondhandsongs.com/artist/145009, https://secondhandsongs.com/artist/145010",Jason Aldean feat. Miranda Lambert,https://secondhandsongs.com/artist/19925+49621,1,0
4510,Shiver & Sigh,https://secondhandsongs.com/work/204621,"Joanne Shaw Taylor, Kevin Bowe","https://secondhandsongs.com/artist/93560, https://secondhandsongs.com/artist/100964",Kara Grainger,https://secondhandsongs.com/artist/61658,1,0
4511,Someone out There,https://secondhandsongs.com/work/204632,"Rae Morris, frYars","https://secondhandsongs.com/artist/95950, https://secondhandsongs.com/artist/145072",Rae Morris,https://secondhandsongs.com/artist/95950,1,0
4512,Sittin' Pretty,https://secondhandsongs.com/work/204695,"Hardy, Nick Donley, Jake Mitchell","https://secondhandsongs.com/artist/144908, https://secondhandsongs.com/artist/145139, https://secondhandsongs.com/artist/145140",Florida Georgia Line,https://secondhandsongs.com/artist/76324,1,0
4513,Made for Now,https://secondhandsongs.com/work/204738,"Janet Jackson, Thomas Lumpkins, Al Sherrod Lambert, Harmony Samuels, Varren Wade, Edgar Etienne, Shawn Butler","https://secondhandsongs.com/artist/556, https://secondhandsongs.com/artist/73988, https://secondhandsongs.com/artist/76757, https://secondhandsongs.com/artist/76758, https://secondhandsongs.com/artist/138455, https://secondhandsongs.com/artist/145166, https://secondhandsongs.com/artist/145167",Janet Jackson & Daddy Yankee,https://secondhandsongs.com/artist/556+110943,1,0
4514,Sweetener,https://secondhandsongs.com/work/204758,"Pharrell Williams, Ariana Grande","https://secondhandsongs.com/artist/11817, https://secondhandsongs.com/artist/76065",Ariana Grande,https://secondhandsongs.com/artist/76065,1,0
4515,Pete Davidson,https://secondhandsongs.com/work/204760,"Ariana Grande, Tommy Brown [US], Victoria McCants, Scootie","https://secondhandsongs.com/artist/76065, https://secondhandsongs.com/artist/106361, https://secondhandsongs.com/artist/106364, https://secondhandsongs.com/artist/142158",Ariana Grande,https://secondhandsongs.com/artist/76065,1,0
4516,better off,https://secondhandsongs.com/work/204776,"Ariana Grande, Tommy Brown [US], Kaydence, Hit-Boy, Malik","https://secondhandsongs.com/artist/76065, https://secondhandsongs.com/artist/106361, https://secondhandsongs.com/artist/144557, https://secondhandsongs.com/artist/145219, https://secondhandsongs.com/artist/145220",Ariana Grande,https://secondhandsongs.com/artist/76065,1,0
4517,Everytime,https://secondhandsongs.com/work/204777,"Max Martin [SE], Savan Kotecha, Ariana Grande, Ilya","https://secondhandsongs.com/artist/4465, https://secondhandsongs.com/artist/18333, https://secondhandsongs.com/artist/76065, https://secondhandsongs.com/artist/80446",Ariana Grande,https://secondhandsongs.com/artist/76065,1,0
4518,Get Well Soon,https://secondhandsongs.com/work/204778,"Pharrell Williams, Ariana Grande","https://secondhandsongs.com/artist/11817, https://secondhandsongs.com/artist/76065",Ariana Grande,https://secondhandsongs.com/artist/76065,1,0
4519,Blazed,https://secondhandsongs.com/work/204779,"Pharrell Williams, Ariana Grande, Maxine Colon","https://secondhandsongs.com/artist/11817, https://secondhandsongs.com/artist/76065, https://secondhandsongs.com/artist/145221",Ariana Grande feat. Pharrell Williams,https://secondhandsongs.com/artist/11817+76065,1,0
4520,Successful,https://secondhandsongs.com/work/204780,"Pharrell Williams, Ariana Grande","https://secondhandsongs.com/artist/11817, https://secondhandsongs.com/artist/76065",Ariana Grande,https://secondhandsongs.com/artist/76065,1,0
4521,Borderline,https://secondhandsongs.com/work/204781,"Missy Elliott, Pharrell Williams, Ariana Grande","https://secondhandsongs.com/artist/9417, https://secondhandsongs.com/artist/11817, https://secondhandsongs.com/artist/76065",Ariana Grande feat. Missy Elliott,https://secondhandsongs.com/artist/9417+76065,1,0
4522,Goodnight n Go,https://secondhandsongs.com/work/204783,"Ariana Grande, Tommy Brown [US], Victoria McCants, Scootie, Michael Foster","https://secondhandsongs.com/artist/76065, https://secondhandsongs.com/artist/106361, https://secondhandsongs.com/artist/106364, https://secondhandsongs.com/artist/142158, https://secondhandsongs.com/artist/142159",Ariana Grande,https://secondhandsongs.com/artist/76065,1,0
4523,This Girl,https://secondhandsongs.com/work/204786,"Lauren Daigle, Jason Ingram, Paul Mabury, Paul Duncan","https://secondhandsongs.com/artist/101156, https://secondhandsongs.com/artist/127547, https://secondhandsongs.com/artist/135383, https://secondhandsongs.com/artist/135898",Lauren Daigle,https://secondhandsongs.com/artist/101156,1,0
4524,Your Wings,https://secondhandsongs.com/work/204787,"Lauren Daigle, Jason Ingram, Paul Mabury, Fleurie","https://secondhandsongs.com/artist/101156, https://secondhandsongs.com/artist/127547, https://secondhandsongs.com/artist/135383, https://secondhandsongs.com/artist/145226",Lauren Daigle,https://secondhandsongs.com/artist/101156,1,0
4525,Everything,https://secondhandsongs.com/work/204788,"Lauren Daigle, Jason Ingram, Paul Mabury","https://secondhandsongs.com/artist/101156, https://secondhandsongs.com/artist/127547, https://secondhandsongs.com/artist/135383",Lauren Daigle,https://secondhandsongs.com/artist/101156,1,0
4526,Losing My Religion,https://secondhandsongs.com/work/204791,"Lauren Daigle, Jason Ingram, Paul Mabury","https://secondhandsongs.com/artist/101156, https://secondhandsongs.com/artist/127547, https://secondhandsongs.com/artist/135383",Lauren Daigle,https://secondhandsongs.com/artist/101156,1,0
4527,Rebel Heart,https://secondhandsongs.com/work/204793,"Lauren Daigle, Paul Mabury, Paul Duncan","https://secondhandsongs.com/artist/101156, https://secondhandsongs.com/artist/135383, https://secondhandsongs.com/artist/135898",Lauren Daigle,https://secondhandsongs.com/artist/101156,1,0
4528,Inevitable,https://secondhandsongs.com/work/204794,"Lauren Daigle, Paul Mabury, Paul Duncan","https://secondhandsongs.com/artist/101156, https://secondhandsongs.com/artist/135383, https://secondhandsongs.com/artist/135898",Lauren Daigle,https://secondhandsongs.com/artist/101156,1,0
4529,Venice Bitch,https://secondhandsongs.com/work/204809,"Jack Antonoff, Lana Del Rey","https://secondhandsongs.com/artist/49273, https://secondhandsongs.com/artist/69028",Lana Del Rey,https://secondhandsongs.com/artist/69028,1,0
4530,Start Again,https://secondhandsongs.com/work/204854,"Conrad Sewell, Jamie Hartman","https://secondhandsongs.com/artist/97927, https://secondhandsongs.com/artist/102747",Conrad Sewell,https://secondhandsongs.com/artist/97927,1,0
4531,Black Eyes,https://secondhandsongs.com/work/204862,"Lukas Nelson, Bradley Cooper","https://secondhandsongs.com/artist/82286, https://secondhandsongs.com/artist/138754",Bradley Cooper,https://secondhandsongs.com/artist/138754,1,0
4532,Alibi,https://secondhandsongs.com/work/204863,"Lady Gaga, Lukas Nelson, Bradley Cooper","https://secondhandsongs.com/artist/43820, https://secondhandsongs.com/artist/82286, https://secondhandsongs.com/artist/138754",Bradley Cooper,https://secondhandsongs.com/artist/138754,1,0
4533,Too Far Gone,https://secondhandsongs.com/work/204864,"Lukas Nelson, Bradley Cooper","https://secondhandsongs.com/artist/82286, https://secondhandsongs.com/artist/138754",Bradley Cooper,https://secondhandsongs.com/artist/138754,1,0
4534,Heal Me,https://secondhandsongs.com/work/204868,"Lady Gaga, DJ White Shadow, Justin Tranter, Julia Michaels, Nick Monson, Mark Nilan Jr.","https://secondhandsongs.com/artist/43820, https://secondhandsongs.com/artist/55670, https://secondhandsongs.com/artist/82677, https://secondhandsongs.com/artist/96412, https://secondhandsongs.com/artist/96722, https://secondhandsongs.com/artist/115896",Lady Gaga,https://secondhandsongs.com/artist/43820,1,0
4535,Hair Body Face,https://secondhandsongs.com/work/204869,"Lady Gaga, DJ White Shadow, Nick Monson, Mark Nilan Jr.","https://secondhandsongs.com/artist/43820, https://secondhandsongs.com/artist/55670, https://secondhandsongs.com/artist/96722, https://secondhandsongs.com/artist/115896",Lady Gaga,https://secondhandsongs.com/artist/43820,1,0
4536,Diggin' My Grave,https://secondhandsongs.com/work/204872,Paul Kennerley,https://secondhandsongs.com/artist/17164,Lady Gaga and Bradley Cooper,https://secondhandsongs.com/artist/43820+138754,1,0
4537,Just as Sure,https://secondhandsongs.com/work/204874,Kirk Franklin,https://secondhandsongs.com/artist/22002,Tori Kelly feat. Jonathan McReynolds,https://secondhandsongs.com/artist/79156+145271,1,0
4538,Masterpiece,https://secondhandsongs.com/work/204875,Kirk Franklin,https://secondhandsongs.com/artist/22002,Tori Kelly feat. Lecrae,https://secondhandsongs.com/artist/79156+128160,1,0
4539,Questions,https://secondhandsongs.com/work/204876,Kirk Franklin,https://secondhandsongs.com/artist/22002,Tori Kelly,https://secondhandsongs.com/artist/79156,1,0
4540,Soul's Anthem (It Is Well),https://secondhandsongs.com/work/204877,"Kirk Franklin, Tori Kelly","https://secondhandsongs.com/artist/22002, https://secondhandsongs.com/artist/79156",Tori Kelly,https://secondhandsongs.com/artist/79156,1,0
4541,Sunday,https://secondhandsongs.com/work/204878,"Kirk Franklin, Tori Kelly","https://secondhandsongs.com/artist/22002, https://secondhandsongs.com/artist/79156",Tori Kelly,https://secondhandsongs.com/artist/79156,1,0
4542,Help Us to Love,https://secondhandsongs.com/work/204879,Kirk Franklin,https://secondhandsongs.com/artist/22002,Tori Kelly ft. The HamilTones,https://secondhandsongs.com/artist/79156+145273,1,0
4543,Levitate,https://secondhandsongs.com/work/204897,Tyler Joseph,https://secondhandsongs.com/artist/98563,Twenty One Pilots,https://secondhandsongs.com/artist/98562,1,0
4544,Pet Cheetah,https://secondhandsongs.com/work/204901,"Paul Meany, Tyler Joseph","https://secondhandsongs.com/artist/67423, https://secondhandsongs.com/artist/98563",Twenty One Pilots,https://secondhandsongs.com/artist/98562,1,0
4545,Legend,https://secondhandsongs.com/work/204902,Tyler Joseph,https://secondhandsongs.com/artist/98563,Twenty One Pilots,https://secondhandsongs.com/artist/98562,1,0
4546,Leave the City,https://secondhandsongs.com/work/204904,Tyler Joseph,https://secondhandsongs.com/artist/98563,Twenty One Pilots,https://secondhandsongs.com/artist/98562,1,0
4547,Happy Now,https://secondhandsongs.com/work/204908,"Kygo, Sandro Cavazza","https://secondhandsongs.com/artist/97925, https://secondhandsongs.com/artist/137303",Kygo feat. Sandro Cavazza,https://secondhandsongs.com/artist/97925+137303,1,0
4548,Waste It on Me,https://secondhandsongs.com/work/204914,"Sean Foreman, Nate Cyphert, Steve Aoki, Jeff Halatrax, Ryan Ogren, RM, Gazzo","https://secondhandsongs.com/artist/103095, https://secondhandsongs.com/artist/107373, https://secondhandsongs.com/artist/115930, https://secondhandsongs.com/artist/127880, https://secondhandsongs.com/artist/131391, https://secondhandsongs.com/artist/145298, https://secondhandsongs.com/artist/145299",Steve Aoki feat. BTS,https://secondhandsongs.com/artist/115930+145300,1,0
4549,Talk Is Cheap,https://secondhandsongs.com/work/204941,Chet Faker,https://secondhandsongs.com/artist/78404,Chet Faker,https://secondhandsongs.com/artist/78404,1,0
4550,High Hopes,https://secondhandsongs.com/work/204943,"Steve Garrigan, Vinnie May, Mark Prendergast","https://secondhandsongs.com/artist/81508, https://secondhandsongs.com/artist/81509, https://secondhandsongs.com/artist/81510",Kodaline,https://secondhandsongs.com/artist/81507,1,0
4551,Copycat,https://secondhandsongs.com/work/205019,"Billie Eilish, Finneas O'Connell","https://secondhandsongs.com/artist/144983, https://secondhandsongs.com/artist/144984",Billie Eilish,https://secondhandsongs.com/artist/144983,1,0
4552,Bitches Broken Hearts,https://secondhandsongs.com/work/205025,"Billie Eilish, Finneas O'Connell, Emmit Fenn","https://secondhandsongs.com/artist/144983, https://secondhandsongs.com/artist/144984, https://secondhandsongs.com/artist/145391",Billie Eilish,https://secondhandsongs.com/artist/144983,1,0
4553,Just Leave Us Alone,https://secondhandsongs.com/work/205162,"Mark Hockings, Richard Silverthorn","https://secondhandsongs.com/artist/145540, https://secondhandsongs.com/artist/145541",Mesh [GB],https://secondhandsongs.com/artist/45141,1,0
4554,Dimes,https://secondhandsongs.com/work/205167,Jimmy Pop,https://secondhandsongs.com/artist/43491,Bloodhound Gang,https://secondhandsongs.com/artist/1011,1,0
4555,My Love Took Me Down to the River to Silence Me,https://secondhandsongs.com/work/205249,"Stevie Appleby, Dylan Lynch, Adam O'Regan, Faye O'Rourke, Donagh Seaver O'Leary","https://secondhandsongs.com/artist/145587, https://secondhandsongs.com/artist/145588, https://secondhandsongs.com/artist/145589, https://secondhandsongs.com/artist/145590, https://secondhandsongs.com/artist/145591",Little Green Cars,https://secondhandsongs.com/artist/145592,1,0
4556,I Hate Getting Up in the Morning,https://secondhandsongs.com/work/205482,"Pete Kelly, Marianne Ray","https://secondhandsongs.com/artist/145787, https://secondhandsongs.com/artist/145788",Griff Griffiths,https://secondhandsongs.com/artist/145790,1,1
4557,Motion,https://secondhandsongs.com/work/205546,"Khalid, Digi, Charlie Handsome","https://secondhandsongs.com/artist/115987, https://secondhandsongs.com/artist/131387, https://secondhandsongs.com/artist/132355",Khalid,https://secondhandsongs.com/artist/115987,1,0
4558,The Courage,https://secondhandsongs.com/work/205671,"Daniel Chrisman, Israel Hindman","https://secondhandsongs.com/artist/145976, https://secondhandsongs.com/artist/145977",Tree Giants,https://secondhandsongs.com/artist/145980,1,1
4559,Wings,https://secondhandsongs.com/work/205682,"Delta Goodrem, Anthony Egizii, David Musumeci","https://secondhandsongs.com/artist/59235, https://secondhandsongs.com/artist/132134, https://secondhandsongs.com/artist/132135",Delta Goodrem,https://secondhandsongs.com/artist/59235,1,0
4560,Hours,https://secondhandsongs.com/work/205847,Allison Crowe,https://secondhandsongs.com/artist/8524,Allison Crowe and Band,https://secondhandsongs.com/artist/8524,1,0
4561,Tragic Idol,https://secondhandsongs.com/work/206413,"Nick Holmes, Gregor Mackintosh","https://secondhandsongs.com/artist/36867, https://secondhandsongs.com/artist/36868",Paradise Lost,https://secondhandsongs.com/artist/8552,1,0
4562,Falling to Pieces,https://secondhandsongs.com/work/206507,"Rita Ora, Brian Lee, Andrew Watt, Digital Farm Animals, Cadenza","https://secondhandsongs.com/artist/66530, https://secondhandsongs.com/artist/86793, https://secondhandsongs.com/artist/106990, https://secondhandsongs.com/artist/109966, https://secondhandsongs.com/artist/146694",Rita Ora,https://secondhandsongs.com/artist/66530,1,0
4563,Soul Survivor,https://secondhandsongs.com/work/206508,"Mikkel Eriksen, Tor Erik Hermansen, Rita Ora, Simon Wilcox, Georgia Ku","https://secondhandsongs.com/artist/37502, https://secondhandsongs.com/artist/37504, https://secondhandsongs.com/artist/66530, https://secondhandsongs.com/artist/85497, https://secondhandsongs.com/artist/108269",Rita Ora,https://secondhandsongs.com/artist/66530,1,0
4564,Lovers in Rome,https://secondhandsongs.com/work/206515,"Adam Hoffman, Matt Lipkins, Scott Tyler","https://secondhandsongs.com/artist/146698, https://secondhandsongs.com/artist/146699, https://secondhandsongs.com/artist/146700",The Shadowboxers,https://secondhandsongs.com/artist/146701,1,0
4565,Love Don't Leave Me Waiting,https://secondhandsongs.com/work/206517,Glen Hansard,https://secondhandsongs.com/artist/23564,Glen Hansard,https://secondhandsongs.com/artist/23564,1,0
4566,Hell of a Life,https://secondhandsongs.com/work/206518,"Ali Tamposi, Brian Lee, Louis Bell, Andrew Watt","https://secondhandsongs.com/artist/82468, https://secondhandsongs.com/artist/86793, https://secondhandsongs.com/artist/106988, https://secondhandsongs.com/artist/106990",Rita Ora,https://secondhandsongs.com/artist/66530,1,0
4567,Only Want You,https://secondhandsongs.com/work/206524,"Ali Tamposi, Emily Warren, Louis Bell, Andrew Watt","https://secondhandsongs.com/artist/82468, https://secondhandsongs.com/artist/98822, https://secondhandsongs.com/artist/106988, https://secondhandsongs.com/artist/106990",Rita Ora,https://secondhandsongs.com/artist/66530,1,0
4568,How We Do (Party),https://secondhandsongs.com/work/206526,"Bonnie McKee, Dru Brett, Jermaine Jackson [US2], Alex Delicata, Andre Davidson, Sean Davidson, Madame Buttons","https://secondhandsongs.com/artist/50107, https://secondhandsongs.com/artist/70218, https://secondhandsongs.com/artist/70219, https://secondhandsongs.com/artist/81457, https://secondhandsongs.com/artist/129508, https://secondhandsongs.com/artist/129509, https://secondhandsongs.com/artist/132299",Rita Ora,https://secondhandsongs.com/artist/66530,1,0
4569,I'm Not Ready to Love You Like I Do,https://secondhandsongs.com/work/206554,"Sioen, Peter Kvint","https://secondhandsongs.com/artist/38960, https://secondhandsongs.com/artist/146719",Sioen,https://secondhandsongs.com/artist/38960,1,0
4570,"Johnny, Mary, Tommy and the Sun",https://secondhandsongs.com/work/206557,"Sioen, Ashley Hicklin, Frederik Segers","https://secondhandsongs.com/artist/38960, https://secondhandsongs.com/artist/146720, https://secondhandsongs.com/artist/146721",Sioen,https://secondhandsongs.com/artist/38960,1,0
4571,Envelop Me,https://secondhandsongs.com/work/206559,"Tsar B., Johannes Genard, Matthias Dillen, Andrew Van Ostade, Toon Van Baelen, Hanne Torfs","https://secondhandsongs.com/artist/91810, https://secondhandsongs.com/artist/146712, https://secondhandsongs.com/artist/146714, https://secondhandsongs.com/artist/146715, https://secondhandsongs.com/artist/146722, https://secondhandsongs.com/artist/146723",School Is Cool,https://secondhandsongs.com/artist/137041,1,0
4572,Hope for This Land,https://secondhandsongs.com/work/206565,Sioen,https://secondhandsongs.com/artist/38960,Sioen,https://secondhandsongs.com/artist/38960,1,0
