index,title,title_url,written_by,written_by_url,originally_by,originally_by_url,covers,adaptations
9326,Ikke drep min kone og min sønn,https://secondhandsongs.com/work/227434,Håkon Ohlgren,https://secondhandsongs.com/artist/165424,Onkel Tuka med venner,https://secondhandsongs.com/artist/165422,0,0
9327,Sang til Woody,https://secondhandsongs.com/work/227435,Jan Erik Vold,https://secondhandsongs.com/artist/116090,Onkel Tuka med venner,https://secondhandsongs.com/artist/165422,0,0
9328,Stenhogger-John,https://secondhandsongs.com/work/227438,Håkon Ohlgren,https://secondhandsongs.com/artist/165424,Onkel Tuka med venner,https://secondhandsongs.com/artist/165422,0,0
9329,Jeg ble født,https://secondhandsongs.com/work/227443,Håkon Ohlgren,https://secondhandsongs.com/artist/165424,Onkel Tuka med venner,https://secondhandsongs.com/artist/165422,0,0
9330,Fred fred fred,https://secondhandsongs.com/work/227446,Henning Kvitnes,https://secondhandsongs.com/artist/40978,Onkel Tuka med venner,https://secondhandsongs.com/artist/165422,0,0
9331,Jeg hakke noe hjem,https://secondhandsongs.com/work/227482,Omar Østli,https://secondhandsongs.com/artist/165477,Onkel Tuka med venner,https://secondhandsongs.com/artist/165422,0,0
9332,"Zilver, goud of diamant",https://secondhandsongs.com/work/227718,Jo De Clercq,https://secondhandsongs.com/artist/15922,Guy Neve,https://secondhandsongs.com/artist/104270,0,0
9333,Leef je leven met mij,https://secondhandsongs.com/work/227721,Lex De Groot,https://secondhandsongs.com/artist/33856,Guy Neve,https://secondhandsongs.com/artist/104270,0,0
9334,Mijn grote liefde [My Special Angel ],https://secondhandsongs.com/work/227723,Jo De Clercq,https://secondhandsongs.com/artist/15922,Guy Neve,https://secondhandsongs.com/artist/104270,0,0
9335,Blind Date,https://secondhandsongs.com/work/227724,Lex De Groot,https://secondhandsongs.com/artist/33856,Guy Neve,https://secondhandsongs.com/artist/104270,0,0
9336,Als jij danst,https://secondhandsongs.com/work/227725,Lex De Groot,https://secondhandsongs.com/artist/33856,Guy Neve,https://secondhandsongs.com/artist/104270,0,0
9337,Ik loop de muren op,https://secondhandsongs.com/work/227727,Jo De Clercq,https://secondhandsongs.com/artist/15922,Guy Neve,https://secondhandsongs.com/artist/104270,0,0
9338,Familie,https://secondhandsongs.com/work/227728,Jo De Clercq,https://secondhandsongs.com/artist/15922,Guy Neve,https://secondhandsongs.com/artist/104270,0,0
9339,Ik was nog nooit in Saint-Tropez,https://secondhandsongs.com/work/227730,Jo De Clercq,https://secondhandsongs.com/artist/15922,Guy Neve,https://secondhandsongs.com/artist/104270,0,0
9340,Lang tur ned,https://secondhandsongs.com/work/228022,Håkon Ohlgren,https://secondhandsongs.com/artist/165424,Onkel Tuka med venner,https://secondhandsongs.com/artist/165422,0,0
9341,Fredrikshald Blues,https://secondhandsongs.com/work/228023,Håkon Ohlgren,https://secondhandsongs.com/artist/165424,Onkel Tuka med venner,https://secondhandsongs.com/artist/165422,0,0
9342,Takový buď dál,https://secondhandsongs.com/work/228156,Eduard Krečmar,https://secondhandsongs.com/artist/43328,Helena [CZ],https://secondhandsongs.com/artist/41161,0,0
9343,Till SJ (Strån till stacken),https://secondhandsongs.com/work/228163,Johan Johansson,https://secondhandsongs.com/artist/46953,Johan Johansson,https://secondhandsongs.com/artist/46953,0,0
9344,Godstog,https://secondhandsongs.com/work/228171,,,Onkel Tuka,https://secondhandsongs.com/artist/165422,0,0
9345,Bil bil,https://secondhandsongs.com/work/228172,,,Onkel Tuka,https://secondhandsongs.com/artist/165422,0,0
9346,Gris i grisehus blues,https://secondhandsongs.com/work/228173,Håkon Ohlgren,https://secondhandsongs.com/artist/165424,Onkel Tuka,https://secondhandsongs.com/artist/165422,0,0
9347,Er det noen her som skal til Kirkenær,https://secondhandsongs.com/work/228320,Håkon Ohlgren,https://secondhandsongs.com/artist/165424,Onkel Tuka,https://secondhandsongs.com/artist/165422,0,0
9348,Ho forlot meg for Jesus,https://secondhandsongs.com/work/228326,Geir Obal Johansen,https://secondhandsongs.com/artist/166146,Geir Obal Johansen,https://secondhandsongs.com/artist/166146,0,0
9349,Saivarrellaan,https://secondhandsongs.com/work/228412,Janne Piiroinen,https://secondhandsongs.com/artist/112096,Turo's Hevi Gee,https://secondhandsongs.com/artist/112070,0,0
9350,Puolen kilometrin marssi,https://secondhandsongs.com/work/228413,Janne Piiroinen,https://secondhandsongs.com/artist/112096,Turo's Hevi Gee,https://secondhandsongs.com/artist/112070,0,0
9351,Windows kaatuu,https://secondhandsongs.com/work/228415,"Janne Piiroinen, Markku Koskinen","https://secondhandsongs.com/artist/112096, https://secondhandsongs.com/artist/166199",Turo's Hevi Gee,https://secondhandsongs.com/artist/112070,0,0
9352,Rockmuusikon rokulipäivä,https://secondhandsongs.com/work/228418,Janne Piiroinen,https://secondhandsongs.com/artist/112096,Turo's Hevi Gee,https://secondhandsongs.com/artist/112070,0,0
9353,Banaanivaltiolaulu,https://secondhandsongs.com/work/228423,Janne Piiroinen,https://secondhandsongs.com/artist/112096,Turo's Hevi Gee,https://secondhandsongs.com/artist/112070,0,0
9354,Rommia ja koukka-kolaa,https://secondhandsongs.com/work/228424,Janne Piiroinen,https://secondhandsongs.com/artist/112096,Turo's Hevi Gee,https://secondhandsongs.com/artist/112070,0,0
9355,Poika on päässyt pubiin,https://secondhandsongs.com/work/228426,Janne Piiroinen,https://secondhandsongs.com/artist/112096,Turo's Hevi Gee,https://secondhandsongs.com/artist/112070,0,0
9356,Come Thou Fount (Above All Else),https://secondhandsongs.com/work/228492,Shane Barnard,https://secondhandsongs.com/artist/166250,Shane & Shane,https://secondhandsongs.com/artist/57101,0,0
9357,Un cheval sans nom,https://secondhandsongs.com/work/228549,Pascal Rinaldi,https://secondhandsongs.com/artist/166295,Pascal Rinaldi,https://secondhandsongs.com/artist/166295,0,0
9358,La route m'entraîne,https://secondhandsongs.com/work/228551,Pascal Rinaldi,https://secondhandsongs.com/artist/166295,Pascal Rinaldi,https://secondhandsongs.com/artist/166295,0,0
9359,Le zéro et l'infini,https://secondhandsongs.com/work/228552,Pascal Rinaldi,https://secondhandsongs.com/artist/166295,Pascal Rinaldi,https://secondhandsongs.com/artist/166295,0,0
9360,Déjà vu,https://secondhandsongs.com/work/228553,Pascal Rinaldi,https://secondhandsongs.com/artist/166295,Pascal Rinaldi,https://secondhandsongs.com/artist/166295,0,0
9361,Futiles paradis,https://secondhandsongs.com/work/228554,Pascal Rinaldi,https://secondhandsongs.com/artist/166295,Pascal Rinaldi,https://secondhandsongs.com/artist/166295,0,0
9362,Le fameux imperméable bleu,https://secondhandsongs.com/work/228555,Pascal Rinaldi,https://secondhandsongs.com/artist/166295,Pascal Rinaldi,https://secondhandsongs.com/artist/166295,0,0
9363,J'espère ne pas tomber en amour avec vous,https://secondhandsongs.com/work/228556,Pascal Rinaldi,https://secondhandsongs.com/artist/166295,Pascal Rinaldi,https://secondhandsongs.com/artist/166295,0,0
9364,Avant tout,https://secondhandsongs.com/work/228557,Pascal Rinaldi,https://secondhandsongs.com/artist/166295,Pascal Rinaldi,https://secondhandsongs.com/artist/166295,0,0
9365,Les petits,https://secondhandsongs.com/work/228558,Pascal Rinaldi,https://secondhandsongs.com/artist/166295,Pascal Rinaldi,https://secondhandsongs.com/artist/166295,0,0
9366,Un nuage dans le ciel,https://secondhandsongs.com/work/228559,Pascal Rinaldi,https://secondhandsongs.com/artist/166295,Pascal Rinaldi,https://secondhandsongs.com/artist/166295,0,0
9367,Miss Celie's Blues,https://secondhandsongs.com/work/228561,Pascal Rinaldi,https://secondhandsongs.com/artist/166295,Pascal Rinaldi,https://secondhandsongs.com/artist/166295,0,0
9368,Go,https://secondhandsongs.com/work/228759,"Delilah [GB], Andrew Stewart-Jones, Ryan Nile","https://secondhandsongs.com/artist/71885, https://secondhandsongs.com/artist/166451, https://secondhandsongs.com/artist/166452",Delilah [GB],https://secondhandsongs.com/artist/71885,0,0
9369,Banány v šoku,https://secondhandsongs.com/work/259615,Daniel Vali,https://secondhandsongs.com/artist/189533,Maxim Turbulenc,https://secondhandsongs.com/artist/67079,0,0
9370,In questa notte,https://secondhandsongs.com/work/259773,"Giovanni Zarrella, Stefano Maggio","https://secondhandsongs.com/artist/177563, https://secondhandsongs.com/artist/177564",Giovanni Zarrella,https://secondhandsongs.com/artist/177563,0,0
9371,Il primo amore,https://secondhandsongs.com/work/259774,"Giovanni Zarrella, Stefano Maggio","https://secondhandsongs.com/artist/177563, https://secondhandsongs.com/artist/177564",Giovanni Zarrella,https://secondhandsongs.com/artist/177563,0,0
9372,Carla,https://secondhandsongs.com/work/259862,Diego Bertie,https://secondhandsongs.com/artist/189880,Diego Bertie,https://secondhandsongs.com/artist/189880,0,0
9373,Mountains,https://secondhandsongs.com/work/273478,"Babyface, Michael Gordon, Varren Wade, Charlotte Day Wilson, Teo Halm, D'Mile, Brandon Banks, Kyla Moscovich, Marcus Reddick","https://secondhandsongs.com/artist/8063, https://secondhandsongs.com/artist/53545, https://secondhandsongs.com/artist/138455, https://secondhandsongs.com/artist/145864, https://secondhandsongs.com/artist/175437, https://secondhandsongs.com/artist/179502, https://secondhandsongs.com/artist/203171, https://secondhandsongs.com/artist/203172, https://secondhandsongs.com/artist/203173",Charlotte Day Wilson,https://secondhandsongs.com/artist/145864,0,0
9374,Entre moi et la télé,https://secondhandsongs.com/work/279095,Jean-Jacques Egli,https://secondhandsongs.com/artist/207455,Carol Rich,https://secondhandsongs.com/artist/207454,0,0
9375,Rande u Zdi nářků,https://secondhandsongs.com/work/279668,Václav Kopta,https://secondhandsongs.com/artist/66840,Hana Zagorová,https://secondhandsongs.com/artist/62450,0,0
9376,Závrať,https://secondhandsongs.com/work/226902,Eduard Krečmar,https://secondhandsongs.com/artist/43328,Karel Gott,https://secondhandsongs.com/artist/40682,0,0
9377,En tone langt nedi en vei,https://secondhandsongs.com/work/227895,Håkon Ohlgren,https://secondhandsongs.com/artist/165424,Onkel Tuka med venner,https://secondhandsongs.com/artist/165422,0,0
9378,Miehessä vikkaa,https://secondhandsongs.com/work/228085,Lauri Tähkä,https://secondhandsongs.com/artist/136279,Lauri Tähkä feat. Tuuletar,https://secondhandsongs.com/artist/136279+165944,0,0
9379,Miten käy miehen pirstaleisen,https://secondhandsongs.com/work/228095,Maria Rahikainen,https://secondhandsongs.com/artist/165955,Sami Saari,https://secondhandsongs.com/artist/165927,0,0
9380,Ylöspäin,https://secondhandsongs.com/work/228097,Maria Rahikainen,https://secondhandsongs.com/artist/165955,Sami Saari,https://secondhandsongs.com/artist/165927,0,0
9381,Viimeinkin,https://secondhandsongs.com/work/228107,Maria Rahikainen,https://secondhandsongs.com/artist/165955,Sami Saari,https://secondhandsongs.com/artist/165927,0,0
9382,Mitä tapahtuu,https://secondhandsongs.com/work/228108,Maria Rahikainen,https://secondhandsongs.com/artist/165955,Sami Saari feat. Elastinen,https://secondhandsongs.com/artist/121426+165927,0,0
9383,Isä oli kulkumies,https://secondhandsongs.com/work/228109,Maria Rahikainen,https://secondhandsongs.com/artist/165955,Sami Saari feat. Tuomo & Niko Ahvonen,https://secondhandsongs.com/artist/121142+165927+165968,0,0
9384,Ajellaan kahden,https://secondhandsongs.com/work/228110,Maria Rahikainen,https://secondhandsongs.com/artist/165955,Sami Saari feat. Anna Puu,https://secondhandsongs.com/artist/79311+165927,0,0
9385,Vatkaan,https://secondhandsongs.com/work/228111,Niko Ahvonen,https://secondhandsongs.com/artist/121142,Sami Saari feat. Niko Ahvonen,https://secondhandsongs.com/artist/121142+165927,0,0
9386,Sellainen poika,https://secondhandsongs.com/work/228112,Maria Rahikainen,https://secondhandsongs.com/artist/165955,Sami Saari,https://secondhandsongs.com/artist/165927,0,0
9387,Jos sä tahdot mä jään,https://secondhandsongs.com/work/228114,Maria Rahikainen,https://secondhandsongs.com/artist/165955,Sami Saari,https://secondhandsongs.com/artist/165927,0,0
9388,Paras lääke,https://secondhandsongs.com/work/228118,Maria Rahikainen,https://secondhandsongs.com/artist/165955,Sami Saari,https://secondhandsongs.com/artist/165927,0,0
9389,Valmistautukaa,https://secondhandsongs.com/work/228119,Timo Kiiskinen,https://secondhandsongs.com/artist/157228,Sami Saari,https://secondhandsongs.com/artist/165927,0,0
9390,Nespím,https://secondhandsongs.com/work/228152,Václav Kopta,https://secondhandsongs.com/artist/66840,Helena [CZ],https://secondhandsongs.com/artist/41161,0,0
9391,Voor jou,https://secondhandsongs.com/work/228904,Bram Koning,https://secondhandsongs.com/artist/55013,Christoff,https://secondhandsongs.com/artist/52186,0,0
9392,Echte vrienden,https://secondhandsongs.com/work/228909,"Sabien Tiels, Christoff","https://secondhandsongs.com/artist/28816, https://secondhandsongs.com/artist/52186",Christoff,https://secondhandsongs.com/artist/52186,0,0
9393,Ga,https://secondhandsongs.com/work/228912,Christoff,https://secondhandsongs.com/artist/52186,Christoff,https://secondhandsongs.com/artist/52186,0,0
9394,Ich hab mir auf den ersten Blick verliebt,https://secondhandsongs.com/work/228917,David Gramer,https://secondhandsongs.com/artist/166589,Christoff,https://secondhandsongs.com/artist/52186,0,0
9395,Arcobaleno,https://secondhandsongs.com/work/259736,"Giovanni Zarrella, Stefano Maggio","https://secondhandsongs.com/artist/177563, https://secondhandsongs.com/artist/177564",Giovanni Zarrella,https://secondhandsongs.com/artist/177563,0,0
9396,Come in un film,https://secondhandsongs.com/work/259739,"Giovanni Zarrella, Stefano Maggio","https://secondhandsongs.com/artist/177563, https://secondhandsongs.com/artist/177564",Giovanni Zarrella,https://secondhandsongs.com/artist/177563,0,0
9397,All Day and All of the Night,https://secondhandsongs.com/work/277676,J. M. Baule,https://secondhandsongs.com/artist/204087,J.M.Baule,https://secondhandsongs.com/artist/204087,0,0
9398,Dandy,https://secondhandsongs.com/work/277677,J. M. Baule,https://secondhandsongs.com/artist/204087,J.M.Baule,https://secondhandsongs.com/artist/204087,0,0
9399,Art Lover,https://secondhandsongs.com/work/277678,J. M. Baule,https://secondhandsongs.com/artist/204087,J.M.Baule,https://secondhandsongs.com/artist/204087,0,0
9400,You Really Got Me,https://secondhandsongs.com/work/277679,J. M. Baule,https://secondhandsongs.com/artist/204087,J.M.Baule,https://secondhandsongs.com/artist/204087,0,0
9401,On ne va nulle part,https://secondhandsongs.com/work/127927,Francis Cabrel,https://secondhandsongs.com/artist/13168,Francis Cabrel,https://secondhandsongs.com/artist/13168,0,0
9402,Ghost,https://secondhandsongs.com/work/131186,Hideyuki Takahashi,https://secondhandsongs.com/artist/56119,Les Scooters,https://secondhandsongs.com/artist/51344,0,0
9403,Ik hield van jou,https://secondhandsongs.com/work/132081,Lov Cook,https://secondhandsongs.com/artist/42666,Luc Steeno,https://secondhandsongs.com/artist/5689,0,0
9404,Een traan die gaat reizen,https://secondhandsongs.com/work/132082,Lov Cook,https://secondhandsongs.com/artist/42666,Luc Steeno,https://secondhandsongs.com/artist/5689,0,0
9405,Vertel me over vroeger,https://secondhandsongs.com/work/132083,Lov Cook,https://secondhandsongs.com/artist/42666,Luc Steeno,https://secondhandsongs.com/artist/5689,0,0
9406,Dolce Francia,https://secondhandsongs.com/work/132172,Carla Bruni,https://secondhandsongs.com/artist/19017,Carla Bruni,https://secondhandsongs.com/artist/19017,0,0
9407,Rosetta,https://secondhandsongs.com/work/140094,Jan Blaimont,https://secondhandsongs.com/artist/47465,Wim Leys,https://secondhandsongs.com/artist/14220,0,0
9408,En man,https://secondhandsongs.com/work/167124,Rolf Börjlind,https://secondhandsongs.com/artist/98313,Viktoria Tolstoy feat. Iiro Rantala,https://secondhandsongs.com/artist/50990+90337,0,0
9409,Aleluya,https://secondhandsongs.com/work/167180,Víctor Manuel,https://secondhandsongs.com/artist/42489,Ana Belén & Víctor Manuel,https://secondhandsongs.com/artist/42489+42490,0,0
9410,Den fyrste song,https://secondhandsongs.com/work/167420,Hans Rotmo,https://secondhandsongs.com/artist/112115,Trond Granlund - Valkyrien Allstars,https://secondhandsongs.com/artist/71567+107777,0,0
9411,Dial'Afreaq,https://secondhandsongs.com/work/167436,"Erykah Badu, Zach Witness","https://secondhandsongs.com/artist/17200, https://secondhandsongs.com/artist/113024",Erykah Badu,https://secondhandsongs.com/artist/17200,0,0
9412,U Don't Have to Call,https://secondhandsongs.com/work/167441,Erykah Badu,https://secondhandsongs.com/artist/17200,Erykah Badu,https://secondhandsongs.com/artist/17200,0,0
